Customer Name,Region,Sum of Sales,Sum of Profit,Segment
Michael Paige,East,1217.106,328.5364,Corporate
Michael Paige,South,272.816,-24.0988,Corporate
Michael Stewart,Central,181.208,73.0318,Corporate
Michael Stewart,East,673.908,-17.8058,Corporate
Michelle Arnett,Central,196.33,91.4608,Home Office
Michelle Arnett,East,191.646,31.941,Home Office
Michelle Arnett,South,389.74,35.273,Home Office
Michelle Arnett,West,1675.568,122.1074,Home Office
Michelle Ellison,Central,5.184,1.8144,Corporate
Michelle Ellison,East,51.168,-6.396,Corporate
Michelle Ellison,West,1200.592,111.942,Corporate
Michelle Huthwaite,Central,1.788,-3.0396,Consumer
Michelle Huthwaite,East,63.882,10.647,Consumer
Michelle Huthwaite,South,1630.43,378.1336,Consumer
Michelle Huthwaite,West,1288.848,91.1622,Consumer
Michelle Lonsdale,Central,67.21,13.5642,Corporate
Michelle Lonsdale,West,674.872,125.152,Corporate
Michelle Moray,Central,1241.413,-560.8247,Consumer
Michelle Moray,East,754.356,118.4784,Consumer
Michelle Moray,West,754.112,-77.998,Consumer
Michelle Tran,Central,495.7248,-25.7288,Home Office
Michelle Tran,West,823.725,2.0525,Home Office
Mick Brown,Central,315.646,76.8848,Consumer
Mick Brown,East,263.542,-26.4882,Consumer
Mick Brown,South,817.829,57.6973,Consumer
Mick Brown,West,31.214,9.7118,Consumer
Mick Crebagga,Central,1111.11,-98.6952,Consumer
Mick Crebagga,East,551,-61.9962,Consumer
Mick Crebagga,West,556.87,96.5246,Consumer
Mick Hernandez,Central,2656.137,146.0803,Home Office
Mick Hernandez,East,1772.29,-349.5123,Home Office
Mick Hernandez,South,1074.666,374.4066,Home Office
Mike Caudle,East,33.48,3.9546,Corporate
Mike Caudle,South,12.96,6.2208,Corporate
Mike Caudle,West,1535.558,111.5811,Corporate
Mike Gockenbach,Central,890.841,-152.7156,Consumer
Mike Gockenbach,East,755.096,-137.481,Consumer
Mike Gockenbach,South,91.032,-2.2758,Consumer
Mike Gockenbach,West,1324.574,198.8694,Consumer
Mike Kennedy,South,882.472,167.6606,Consumer
Mike Kennedy,West,149.13,60.1732,Consumer
Mike Pelletier,Central,2236.556,538.4056,Home Office
Mike Pelletier,East,1739.292,-135.6846,Home Office
Mike Pelletier,West,1112.072,-176.2681,Home Office
Mike Vittorini,Central,272.42,14.0442,Consumer
Mike Vittorini,East,76.3,27.8276,Consumer
Mike Vittorini,South,863.928,86.3928,Consumer
Mike Vittorini,West,521.926,145.5936,Consumer
Mitch Gastineau,South,16.739,-1.2453,Corporate
Mitch Webber,Central,503.13,136.4532,Consumer
Mitch Webber,East,3799.386,1017.8842,Consumer
Mitch Webber,West,1039.384,84.0846,Consumer
Mitch Willingham,South,3333.9,1449.5187,Corporate
Mitch Willingham,West,1919.976,215.9973,Corporate
Monica Federle,Central,304.224,61.0262,Corporate
Monica Federle,East,258.076,90.476,Corporate
Monica Federle,South,1152.87,287.244,Corporate
Monica Federle,West,43.13,18.1146,Corporate
Muhammed Lee,South,10.272,1.1556,Consumer
Muhammed Lee,West,151.96,41.5092,Consumer
Muhammed MacIntyre,Central,361.856,80.7882,Corporate
Muhammed MacIntyre,East,84.38,33.3634,Corporate
Muhammed MacIntyre,South,70.954,-49.7106,Corporate
Muhammed MacIntyre,West,258.224,-5.5494,Corporate
Muhammed Yedwab,Central,1527.718,-273.8009,Corporate
Muhammed Yedwab,East,2207.506,-108.633,Corporate
Muhammed Yedwab,South,30.336,5.8836,Corporate
Muhammed Yedwab,West,387.136,4.8392,Corporate
Nancy Lomonaco,West,1418.09,343.6381,Home Office
Naresj Patel,East,3385.614,800.0789,Consumer
Naresj Patel,South,425.67,98.9298,Consumer
Naresj Patel,West,1718.336,309.8803,Consumer
Nat Carroll,Central,2337.748,554.0151,Consumer
Nat Carroll,East,123.656,26.2924,Consumer
Nat Gilpin,Central,508.62,219.0774,Corporate
Nat Gilpin,East,1249.056,86.4997,Corporate
Nat Gilpin,South,111.904,8.0564,Corporate
Natalie DeCherney,Central,61.486,-56.7858,Consumer
Natalie DeCherney,East,2006.298,353.659,Consumer
Natalie DeCherney,South,673.072,130.9536,Consumer
Natalie DeCherney,West,1585.283,-74.1813,Consumer
Natalie Fritzler,Central,842.394,-65.7868,Consumer
Natalie Fritzler,East,4863.55,-2057.333,Consumer
Natalie Fritzler,South,2616.882,427.1484,Consumer
Natalie Webber,Central,30.32,11.8248,Consumer
Natalie Webber,East,3769.779,944.98,Consumer
Natalie Webber,South,1918.79,506.9794,Consumer
Natalie Webber,West,1515.125,-440.6612,Consumer
Nathan Cano,Central,1747.23,-2332.5218,Consumer
Nathan Cano,East,51.072,18.5136,Consumer
Nathan Cano,South,305.248,79.1866,Consumer
Nathan Cano,West,115.44,30.0144,Consumer
Nathan Gelder,Central,1278.944,169.1027,Consumer
Nathan Gelder,East,2.624,0.4264,Consumer
Nathan Gelder,West,114.37,47.5602,Consumer
Nathan Mautz,Central,1075.03,333.4982,Home Office
Nathan Mautz,East,4821.292,2247.1904,Home Office
Nathan Mautz,West,563.022,170.9963,Home Office
Neil Ducich,East,1085.42,282.2092,Corporate
Neil Ducich,South,1734.12,206.9549,Corporate
Neil Ducich,West,73.915,-45.8273,Corporate
Neil Französisch,Central,281.396,54.0582,Home Office
Neil Französisch,South,91.056,31.8696,Home Office
Neil Französisch,West,4.71,0,Home Office
Neil Knudson,Central,74.352,23.235,Home Office
Neil Knudson,East,313.84,32.829,Home Office
Neil Knudson,South,17.856,2.0088,Home Office
Neil Knudson,West,166,63.1449,Home Office
Neola Schneider,Central,791.544,39.3611,Consumer
Neola Schneider,East,1370.535,-143.0117,Consumer
Neola Schneider,West,413.784,91.3466,Consumer
Neoma Murray,Central,95.052,-41.2731,Consumer
Neoma Murray,East,198.165,89.1276,Consumer
Neoma Murray,West,1868.762,741.098,Consumer
Nick Crebassa,Central,58.416,16.7946,Corporate
Nick Crebassa,East,31.74,15.4812,Corporate
Nick Crebassa,South,1417.35,575.9101,Corporate
Nick Crebassa,West,6734.233,706.5721,Corporate
Nick Radford,Central,635.679,-319.7925,Consumer
Nick Radford,East,436.96,160.6086,Consumer
Nick Radford,South,1111.698,48.0533,Consumer
Nick Radford,West,182.94,85.9818,Consumer
Nick Zandusky,Central,1037.336,255.5804,Home Office
Nick Zandusky,East,440.494,4.429,Home Office
Nick Zandusky,West,1010.48,142.4142,Home Office
Nicole Brennan,East,143.952,14.3952,Corporate
Nicole Brennan,South,129.92,10.3936,Corporate
Nicole Fjeld,Central,73.008,26.4654,Home Office
Nicole Fjeld,East,302.48,73.7911,Home Office
Nicole Fjeld,West,1655.984,287.9566,Home Office
Nicole Hansen,Central,785.026,218.7966,Corporate
Nicole Hansen,East,154.624,33.2,Corporate
Nicole Hansen,South,1312.22,384.5254,Corporate
Nicole Hansen,West,421.42,123.6446,Corporate
Noah Childs,Central,965.852,107.4584,Corporate
Noah Childs,East,103.48,-5.2794,Corporate
Noah Childs,West,752.41,-461.2,Corporate
Noel Staavos,Central,614.488,-168.3582,Corporate
Noel Staavos,East,1437.286,-208.7206,Corporate
Noel Staavos,South,101.871,-7.1214,Corporate
Noel Staavos,West,811.178,149.4288,Corporate
Nona Balk,Central,528.768,89.0301,Corporate
Nona Balk,East,747.186,59.3529,Corporate
Nona Balk,South,452.405,-150.0837,Corporate
Nona Balk,West,244.24,119.3436,Corporate
Nora Paige,Central,1055.21,269.8413,Consumer
Nora Paige,East,2258.28,160.4214,Consumer
Nora Paige,West,594.912,84.3375,Consumer
Nora Pelletier,Central,999.98,449.991,Home Office
Nora Pelletier,East,98.96,31.4218,Home Office
Nora Pelletier,South,7.38,-5.412,Home Office
Nora Pelletier,West,122.378,38.5009,Home Office
Nora Preis,Central,274.096,23.5416,Consumer
Nora Preis,East,2064.488,239.9774,Consumer
Nora Preis,West,5564.5985,367.7092,Consumer
Odella Nelson,Central,110.808,-17.0116,Corporate
Odella Nelson,East,469.888,169.6504,Corporate
Odella Nelson,South,696.64,-191.6894,Corporate
Odella Nelson,West,290.184,33.1616,Corporate
Olvera Toch,Central,180.96,81.432,Consumer
Olvera Toch,East,1556.694,-990.543,Consumer
Olvera Toch,South,608.43,173.8755,Consumer
Olvera Toch,West,1472.54,-189.8848,Consumer
Pamela Coakley,East,1605.048,207.1008,Corporate
Pamela Coakley,West,227.016,65.5842,Corporate
Pamela Stobb,Central,646.7,-101.2144,Consumer
Pamela Stobb,East,953.107,-101.8201,Consumer
Pamela Stobb,West,581.672,68.5935,Consumer
Parhena Norris,Central,563.94,112.788,Home Office
Parhena Norris,East,162.7,52.542,Home Office
Parhena Norris,South,721.36,20.2458,Home Office
Parhena Norris,West,19.152,6.4638,Home Office
Patricia Hirasaki,South,729.648,47.8878,Home Office
Patrick Bzostek,West,740.356,229.2257,Home Office
Patrick Gardner,Central,401.124,-542.5916,Consumer
Patrick Gardner,East,1151.222,429.4852,Consumer
Patrick Gardner,South,362.283,34.0095,Consumer
Patrick Gardner,West,1172.278,216.5582,Consumer
Patrick Jones,Central,47.264,17.1332,Corporate
Patrick Jones,East,134.5,42.866,Corporate
Patrick Jones,South,900.822,356.2455,Corporate
Patrick Jones,West,137.504,25.8908,Corporate
Patrick O'Brill,Central,1264.9302,-71.0124,Consumer
Patrick O'Brill,East,1269.87,-316.8514,Consumer
Patrick O'Brill,South,4732.336,414.6984,Consumer
Patrick O'Brill,West,206.692,11.6411,Consumer
Patrick O'Donnell,Central,550.82,165.0194,Consumer
Patrick O'Donnell,East,705.282,115.9173,Consumer
Patrick O'Donnell,South,301.96,33.2156,Consumer
Patrick O'Donnell,West,935.152,123.701,Consumer
Patrick Ryan,Central,158.376,13.8579,Consumer
Patrick Ryan,South,153.872,26.4166,Consumer
Patrick Ryan,West,1527.93,207.3481,Consumer
Paul Gonzalez,Central,251.166,-60.9759,Consumer
Paul Gonzalez,East,500.144,66.3484,Consumer
Paul Gonzalez,South,718.22,192.4628,Consumer
Paul Gonzalez,West,517.634,136.681,Consumer
Paul Knutson,East,1422.252,-807.777,Home Office
Paul Knutson,West,18.9,9.072,Home Office
Paul Lucas,Central,16.52,2.065,Home Office
Paul Lucas,East,134.391,-44.4388,Home Office
Paul Lucas,West,88.57,41.6211,Home Office
Paul MacIntyre,Central,348.542,-0.6522,Consumer
Paul MacIntyre,South,1056.86,158.529,Consumer
Paul Prost,Central,865,220.951,Home Office
Paul Prost,East,1542.348,151.0035,Home Office
Paul Prost,South,2475.04,715.6931,Home Office
Paul Prost,West,2370.22,407.4378,Home Office
Paul Stevenson,Central,249.555,-3.1973,Home Office
Paul Stevenson,East,27.98,12.0314,Home Office
Paul Stevenson,South,89.36,40.5616,Home Office
Paul Stevenson,West,911.744,149.1142,Home Office
Paul Van Hugh,Central,1044.486,132.7292,Home Office
Paul Van Hugh,East,90.6,36.67,Home Office
Paul Van Hugh,West,1740.96,265.1292,Home Office
Pauline Chand,West,1061.488,-184.3364,Home Office
Pauline Johnson,East,246.56,84.4789,Consumer
Pauline Johnson,South,13.424,3.1124,Consumer
Pauline Johnson,West,1564.25,595.4066,Consumer
Pauline Webber,Central,115.84,54.4448,Corporate
Pauline Webber,East,1589.102,421.4954,Corporate
Pauline Webber,South,78.144,14.3776,Corporate
Pauline Webber,West,1671.83,313.4991,Corporate
Penelope Sewall,Central,79.36,20.6336,Home Office
Penelope Sewall,East,123.06,40.7558,Home Office
Penelope Sewall,South,3268.362,625.0343,Home Office
Penelope Sewall,West,3372.852,1056.306,Home Office
Pete Armstrong,Central,658.528,203.3036,Home Office
Pete Armstrong,South,3.744,-2.6208,Home Office
Pete Armstrong,West,67.136,25.176,Home Office
Pete Kriz,Central,1325.4,154.4925,Consumer
Pete Kriz,East,5073.002,1715.3135,Consumer
Pete Kriz,South,182.136,59.5796,Consumer
Pete Kriz,West,2066.396,108.882,Consumer
Pete Takahito,Central,100.748,-28.9312,Consumer
Pete Takahito,South,59.824,8.8804,Consumer
Peter Bühler,Central,616.648,204.9708,Consumer
Peter Bühler,East,40.776,0.5097,Consumer
Peter Bühler,South,30.9,12.6792,Consumer
Peter Fuller,Central,847.2,-1133.2884,Consumer
Peter Fuller,East,7678.228,543.2819,Consumer
Peter Fuller,South,40.54,17.6846,Consumer
Peter Fuller,West,496.896,-41.9724,Consumer
Peter McVee,Central,91.544,30.3466,Home Office
Peter McVee,East,3332.974,426.8139,Home Office
Peter McVee,South,691.144,69.5932,Home Office
Philip Brown,East,31.268,13.951,Consumer
Philip Brown,South,23.472,7.6284,Consumer
Philip Brown,West,1402.21,259.0812,Consumer
Philip Fox,Central,617.7,-407.682,Consumer
Philip Fox,East,50,12,Consumer
Philip Fox,South,1302.83,301.0897,Consumer
Philip Fox,West,799.47,291.4662,Consumer
Philisse Overcash,Central,3910.585,926.3321,Home Office
Philisse Overcash,East,673.21,178.8871,Home Office
Philisse Overcash,West,309.248,50.2139,Home Office
Phillina Ober,Central,288.06,-65.9901,Home Office
Phillina Ober,East,764.494,14.729,Home Office
Phillina Ober,West,4.304,1.5602,Home Office
Phillip Breyer,Central,69.93,0.6993,Corporate
Phillip Breyer,East,62.808,21.1977,Corporate
Phillip Flathmann,South,135.95,39.4255,Consumer
Phillip Flathmann,West,2070.178,551.8863,Consumer
Pierre Wener,Central,408.422,-5.8346,Consumer
Pierre Wener,East,2970.492,1414.004,Consumer
Pierre Wener,South,2.214,-1.476,Consumer
Pierre Wener,West,541.287,-116.3394,Consumer
Quincy Jones,Central,332.598,84.4062,Corporate
Quincy Jones,East,5432.98,955.9102,Corporate
Quincy Jones,South,342.76,163.3604,Corporate
Rachel Payne,Central,467.6532,-91.2163,Corporate
Rachel Payne,West,486.992,150.7547,Corporate
Ralph Arnett,Central,18.26,-0.6356,Consumer
Ralph Arnett,East,579.296,97.8777,Consumer
Ralph Arnett,South,78.456,-9.9809,Consumer
Ralph Arnett,West,1941.894,458.827,Consumer
Ralph Kennedy,Central,1238.33,279.5512,Consumer
Ralph Kennedy,East,221.862,-9.8632,Consumer
Ralph Ritter,Central,608.552,-77.3036,Consumer
Ralph Ritter,West,7.38,3.4686,Consumer
Randy Bradley,Central,337.818,-74.3062,Consumer
Randy Bradley,East,670.378,-90.1,Consumer
Randy Ferguson,Central,11.952,3.8844,Corporate
Randy Ferguson,East,245.212,93.9814,Corporate
Randy Ferguson,South,2958.812,532.3161,Corporate
Randy Ferguson,West,93.174,3.5253,Corporate
Raymond Buch,Central,20.23,9.5081,Consumer
Raymond Buch,East,691.348,153.265,Consumer
Raymond Buch,South,60.485,6.2349,Consumer
Raymond Buch,West,14345.276,6807.0879,Consumer
Raymond Messe,Central,46.864,7.6154,Consumer
Raymond Messe,East,658.58,202.522,Consumer
Raymond Messe,South,532.38,108.6915,Consumer
Raymond Messe,West,215.65,73.321,Consumer
Resi Pölking,Central,2860.108,676.7721,Consumer
Resi Pölking,East,773.538,280.2617,Consumer
Resi Pölking,West,1519.438,-491.7835,Consumer
Ricardo Emerson,East,48.36,6.045,Consumer
Ricardo Sperren,East,1230.43,324.932,Corporate
Ricardo Sperren,South,1065.84,213.7332,Corporate
Ricardo Sperren,West,925.02,94.7862,Corporate
Richard Bierner,Central,144.574,-41.6403,Consumer
Richard Bierner,East,919.188,271.0891,Consumer
Richard Bierner,South,22.96,6.6584,Consumer
Richard Bierner,West,1576.364,241.1327,Consumer
Richard Eichhorn,Central,672.596,148.7926,Consumer
Richard Eichhorn,East,29.61,13.3245,Consumer
Richard Eichhorn,West,174.49,47.1123,Consumer
Rick Bensley,Central,1893.406,499.1323,Home Office
Rick Bensley,East,1039.592,-239.7855,Home Office
Rick Bensley,South,270.728,51.4377,Home Office
Rick Bensley,West,1511.74,329.7621,Home Office
Rick Duston,Central,162.39,74.6055,Consumer
Rick Duston,East,1745.36,109.524,Consumer
Rick Duston,West,2365.18,296.4645,Consumer
Rick Hansen,Central,20.16,9.8784,Consumer
Rick Hansen,East,3491.712,515.5829,Consumer
Rick Hansen,South,20.736,7.2576,Consumer
Rick Hansen,West,88.768,31.0688,Consumer
Rick Huthwaite,Central,273.96,10.9584,Home Office
Rick Huthwaite,East,2545.12,757.561,Home Office
Rick Huthwaite,West,4160.1,520.9341,Home Office
Rick Reed,Central,373.94,99.9364,Corporate
Rick Reed,East,2584.73,589.2463,Corporate
Rick Reed,South,343.592,32.4999,Corporate
Rick Wilson,Central,2049.534,568.1281,Corporate
Rick Wilson,West,5347.867,1018.4992,Corporate
Ritsa Hightower,South,740.382,0.3057,Consumer
Rob Beeghly,Central,428.818,42.9825,Consumer
Rob Beeghly,South,29.664,8.0316,Consumer
Rob Beeghly,West,70.064,25.8738,Consumer
Rob Dowd,Central,481.368,163.762,Consumer
Rob Dowd,East,85.21,31.1976,Consumer
Rob Dowd,South,1325.18,378.2516,Consumer
Rob Dowd,West,1021.136,161.3046,Consumer
Rob Haberlin,Central,1305.81,-39.8683,Consumer
Rob Haberlin,South,779.93,212.4944,Consumer
Rob Lucas,Central,3172.707,92.0308,Consumer
Rob Lucas,East,1344.838,-62.2895,Consumer
Rob Lucas,South,1232.244,368.9707,Consumer
Rob Lucas,West,485.121,89.4364,Consumer
Rob Williams,Central,476.548,154.0211,Corporate
Rob Williams,East,65.99,17.1574,Corporate
Rob Williams,West,2737.208,527.654,Corporate
Robert Barroso,South,104.648,33.3052,Corporate
Robert Barroso,West,116.436,39.3738,Corporate
Robert Dilbeck,Central,2275.1,903.8148,Home Office
Robert Dilbeck,East,16.52,5.369,Home Office
Robert Dilbeck,West,495.012,-73.4118,Home Office
Robert Marley,East,415.054,123.769,Home Office
Robert Marley,South,682.91,180.2656,Home Office
Robert Marley,West,4881.132,1598.5092,Home Office
Robert Waldorf,Central,1092.1,261.2921,Consumer
Robert Waldorf,East,1958.544,316.5442,Consumer
Robert Waldorf,South,3.282,-2.6256,Consumer
Robert Waldorf,West,441.72,132.3396,Consumer
Roger Barcio,Central,275.058,-90.3762,Home Office
Roger Barcio,East,1786.71,337.2397,Home Office
Roger Barcio,West,5.682,-3.788,Home Office
Roger Demir,Central,222.976,38.2722,Consumer
Roger Demir,East,435.248,97.9882,Consumer
Roger Demir,South,78.192,23.8458,Consumer
Roger Demir,West,683.321,47.2242,Consumer
Roland Fjeld,Central,1571.366,427.2603,Consumer
Roland Fjeld,East,21.93,10.3071,Consumer
Roland Fjeld,South,62.91,22.6476,Consumer
Roland Fjeld,West,685.09,251.4018,Consumer
Roland Murray,East,98.35,28.6879,Consumer
Roland Schwarz,Central,0.556,-0.9452,Corporate
Roland Schwarz,East,1006.122,346.6146,Corporate
Roland Schwarz,South,1176.572,425.9664,Corporate
Roland Schwarz,West,1976.52,434.7493,Corporate
Rose O'Brian,Central,1772.306,-174.099,Consumer
Rose O'Brian,South,1998.84,-1097.8584,Consumer
Rose O'Brian,West,44.332,9.3858,Consumer
Ross Baird,Central,15.28,7.4872,Home Office
Ross Baird,East,3655.112,-562.065,Home Office
Ross Baird,South,1718.67,-5.7406,Home Office
Ross Baird,West,244.254,98.5852,Home Office
Ross DeVincentis,Central,680.536,166.8577,Home Office
Ross DeVincentis,East,82.96,32.2112,Home Office
Ross DeVincentis,South,227.3,45.9836,Home Office
Ross DeVincentis,West,146.82,73.41,Home Office
Roy Collins,Central,328.224,28.7196,Consumer
Roy Collins,East,181.797,-15.5826,Consumer
Roy Collins,South,35.3,12.1394,Consumer
Roy Collins,West,421.088,38.715,Consumer
Roy Französisch,Central,49.632,4.9632,Consumer
Roy Französisch,East,55.98,-0.2947,Consumer
Roy Französisch,South,399.45,136.7672,Consumer
Roy Französisch,West,440.16,138.5904,Consumer
Roy Phan,Central,1543.87,456.3275,Corporate
Roy Phan,South,145.33,32.7472,Corporate
Roy Phan,West,481.516,105.5121,Corporate
Roy Skaria,Central,12.68,6.0864,Home Office
Roy Skaria,East,9.648,3.4974,Home Office
Ruben Ausman,South,2529.228,862.5975,Corporate
Ruben Ausman,West,1303.086,430.2681,Corporate
Ruben Dartt,Central,898.56,72.5958,Consumer
Ruben Dartt,East,47.496,-1.1874,Consumer
Ruben Dartt,West,2187.868,384.1208,Consumer
Russell Applegate,Central,1943.754,-148.6196,Consumer
Russell Applegate,East,48.94,24.47,Consumer
Russell Applegate,South,487.22,115.4659,Consumer
Russell Applegate,West,2313.629,313.551,Consumer
Russell D'Ascenzo,Central,346.982,-3.9401,Consumer
Russell D'Ascenzo,West,623.96,38.9975,Consumer
Ryan Akin,Central,321.39,-72.5666,Consumer
Ryan Akin,East,25.488,4.4604,Consumer
Ryan Akin,South,709.0425,-436.7431,Consumer
Ryan Akin,West,631.002,59.1543,Consumer
Ryan Crowe,Central,233.108,77.7518,Consumer
Ryan Crowe,East,289.226,92.9025,Consumer
Ryan Crowe,South,34.504,6.0382,Consumer
Ryan Crowe,West,328.914,-166.1292,Consumer
Sally Hughsby,Central,993.886,254.7182,Corporate
Sally Hughsby,East,70.216,24.2071,Corporate
Sally Hughsby,South,104.712,10.1817,Corporate
Sally Hughsby,West,2238.0255,269.367,Corporate
Sally Knutson,East,883.409,168.7933,Consumer
Sally Matthias,Central,77.488,-89.9808,Consumer
Sally Matthias,East,143.534,54.5861,Consumer
Sally Matthias,West,23.472,8.802,Consumer
Sam Craven,Central,2785.3796,-360.3696,Consumer
Sam Craven,East,577.584,43.3188,Consumer
Sam Zeldin,Central,2368.723,256.6897,Home Office
Sam Zeldin,East,459.408,-25.571,Home Office
Sam Zeldin,West,797.198,135.3116,Home Office
Sample Company A,Central,400.98,59.9775,Home Office
Sample Company A,East,22.2,9.102,Home Office
Sample Company A,South,420.412,27.7416,Home Office
Sample Company A,West,3780.98,914.9232,Home Office
Sandra Flanagan,Central,45.04,4.504,Consumer
Sandra Flanagan,East,638.882,208.7099,Consumer
Sandra Flanagan,South,48.064,4.5336,Consumer
Sandra Flanagan,West,31.56,10.4148,Consumer
Sandra Glassco,Central,839.43,218.2518,Consumer
Sandra Glassco,West,2567.151,352.1862,Consumer
Sanjit Chand,Central,9900.19,4668.6935,Consumer
Sanjit Chand,East,12.7,5.842,Consumer
Sanjit Chand,South,1809.532,845.5034,Consumer
Sanjit Chand,West,2419.912,237.373,Consumer
Sanjit Engle,Central,621.558,-308.1378,Consumer
Sanjit Engle,East,513.73,159.3106,Consumer
Sanjit Engle,South,8805.04,2825.2862,Consumer
Sanjit Engle,West,2269.11,-25.7821,Consumer
Sanjit Jacobs,Central,1977.47,-4.3344,Home Office
Sanjit Jacobs,East,40.69,19.5983,Home Office
Sanjit Jacobs,South,1596.984,62.7452,Home Office
Sanjit Jacobs,West,334.512,66.1098,Home Office
Saphhira Shifley,Central,56.28,-87.0136,Corporate
Saphhira Shifley,East,84.04,22.2604,Corporate
Saphhira Shifley,South,1023.886,356.154,Corporate
Saphhira Shifley,West,159.822,40.9479,Corporate
Sara Luxemburg,Central,1743.598,370.7768,Home Office
Sara Luxemburg,East,72.51,20.2782,Home Office
Sara Luxemburg,South,1234.68,136.3605,Home Office
Sara Luxemburg,West,2.224,0.556,Home Office
Sarah Bern,Central,38.572,-33.3918,Consumer
Sarah Bern,East,954.548,173.3126,Consumer
Sarah Bern,West,354.9,17.745,Consumer
Sarah Brown,Central,1988.078,414.0737,Consumer
Sarah Brown,East,469.404,27.2416,Consumer
Sarah Brown,West,3953.514,444.1471,Consumer
Sarah Foster,Central,291.85,81.1111,Consumer
Sarah Foster,East,170.638,-109.116,Consumer
Sarah Foster,West,2960.298,314.9095,Consumer
Sarah Jordon,Central,886.2,-17.3903,Consumer
Sarah Jordon,South,80.564,-12.0292,Consumer
Sarah Jordon,West,374.272,5.9058,Consumer
Scot Coram,Central,911.256,111.5262,Corporate
Scot Coram,East,105.52,48.5392,Corporate
Scot Coram,West,3355.182,280.0756,Corporate
Scot Wooten,Central,239.358,-47.8716,Consumer
Scot Wooten,East,237.156,-37.9302,Consumer
Scot Wooten,South,428.704,-16.3402,Consumer
Scot Wooten,West,179.86,82.5358,Consumer
Scott Cohen,Central,65.028,-110.401,Corporate
Scott Cohen,East,919.848,293.0316,Corporate
Scott Cohen,South,79.96,27.986,Corporate
Scott Cohen,West,2664.957,460.3868,Corporate
Scott Williamson,Central,22.38,10.7424,Consumer
Scott Williamson,East,912.99,233.0897,Consumer
Scott Williamson,South,173.8,43.45,Consumer
Scott Williamson,West,857.48,45.5904,Consumer
Sean Braxton,Central,5579.94,-761.9928,Corporate
Sean Braxton,East,1368.121,-1478.5563,Corporate
Sean Braxton,South,843.97,78.046,Corporate
Sean Braxton,West,265.86,79.758,Corporate
Sean Christensen,Central,668.516,220.9308,Consumer
Sean Christensen,East,422.909,-28.9195,Consumer
Sean Christensen,West,2887.64,37.1504,Consumer
Sean Miller,Central,526.45,31.587,Home Office
Sean Miller,East,837.444,-230.1632,Home Office
Sean Miller,South,23669.196,-1787.0435,Home Office
Sean Miller,West,9.96,4.8804,Home Office
Sean O'Donnell,East,794.574,98.1968,Consumer
Sean O'Donnell,South,1438.9295,-319.3544,Consumer
Sean O'Donnell,West,369.072,140.0718,Consumer
Sean Wendt,Central,552.23,146.0883,Home Office
Sean Wendt,East,466.814,-50.25,Home Office
Seth Vernon,Central,1190.53,-222.016,Consumer
Seth Vernon,East,9216.568,1356.8781,Consumer
Seth Vernon,South,161.14,30.7104,Consumer
Seth Vernon,West,902.712,33.8517,Consumer
Shahid Collister,Central,589.818,-86.1561,Consumer
Shahid Collister,East,538.07,153.4789,Consumer
Shahid Collister,South,4646.356,83.6416,Consumer
Shahid Collister,West,218.292,85.6971,Consumer
Shahid Hopkins,East,370.851,105.674,Consumer
Shahid Hopkins,South,1400.563,-360.6619,Consumer
Shahid Hopkins,West,409.304,110.465,Consumer
Shahid Shariari,Central,677.433,-720.9642,Consumer
Shahid Shariari,East,1363.674,-504.2467,Consumer
Shahid Shariari,South,212.66,58.913,Consumer
Shahid Shariari,West,803.04,155.3241,Consumer
Sharelle Roach,Central,212.94,57.4938,Home Office
Sharelle Roach,East,265.272,-2.5436,Home Office
Sharelle Roach,South,141.96,35.49,Home Office
Sharelle Roach,West,2613.309,-3424.3546,Home Office
Shaun Chance,East,562.544,21.6562,Corporate
Shaun Chance,West,1312.454,357.9049,Corporate
Shaun Weien,East,1217.568,456.588,Consumer
Shaun Weien,South,290.504,120.8722,Consumer
Shaun Weien,West,1413.472,216.1946,Consumer
Sheri Gordon,East,1189.332,-281.7213,Consumer
Sheri Gordon,South,485.504,134.3811,Consumer
Sheri Gordon,West,209.962,28.3297,Consumer
Shirley Daniels,Central,4724.42,1841.582,Home Office
Shirley Daniels,East,405.212,34.5112,Home Office
Shirley Daniels,South,944.61,105.5586,Home Office
Shirley Daniels,West,46.872,3.5154,Home Office
Shirley Jackson,Central,97.264,-243.16,Consumer
Shirley Jackson,East,968.4,253.8168,Consumer
Shirley Jackson,West,253.112,57.4395,Consumer
Shirley Schmidt,Central,47.97,14.8707,Home Office
Shirley Schmidt,East,39.48,11.0544,Home Office
Shirley Schmidt,South,525.95,174.0094,Home Office
Shui Tom,Central,16.176,6.066,Consumer
Shui Tom,East,286.842,48.1734,Consumer
Shui Tom,South,73.056,27.9072,Consumer
Shui Tom,West,57.266,2.2953,Consumer
Sibella Parks,Central,212.716,-202.5708,Corporate
Sibella Parks,East,1093.37,83.7951,Corporate
Skye Norling,Central,1310.564,-914.8853,Home Office
Skye Norling,East,399.49,163.888,Home Office
Skye Norling,West,150.364,34.1408,Home Office
Sonia Cooley,Central,650.136,28.4888,Consumer
Sonia Cooley,East,102.93,48.3771,Consumer
Sonia Cooley,South,50.462,-2.4326,Consumer
Sonia Cooley,West,99.2,25.792,Consumer
Sonia Sunley,Central,46.4,21.2456,Consumer
Sonia Sunley,West,372.09,114.2945,Consumer
Speros Goranitis,Central,378.06,34.1499,Consumer
